id,country,name,address,focus,source_page
03080,Canada,Coffee Association of Canada,"885 Don Mills Rd, Suite 301, Don Mills, Ont. M3C 1V9 - T: (416) 510-8032; Fax: (416) 510-8044; Internet: http://www.coffeeassoc.com - Founded: 1991; Members: 60 - Pres: David Wilkes",Coffee,image00067.jpg
03081,Canada,Confectionery Manufacturers' Association of Canada (CMAC),"885 Don Mills Rd, Suite 301, Don Mills, Ont. M3C 1V9 - T: (416) 510-8034; Fax: (416) 510-8044 - Founded: 1944 - Members: 85 - Pres: Carol Hochu",Choc & Candy,image00067.jpg
03082,Canada,Electro-Federation Canada (EFC),"10 Carlson Court, Suite 210, Toronto, Ont. M9W 6L2 - T: (416) 674-7410; Fax: (416) 674-7412; E-mail: reception@electrofed.com; Internet: http://www.electro.ca - Founded: 1976; Members: 200 - Pres: Jim McCarthy",Electric Equipm,image00067.jpg
03083,Canada,Food and Consumer Product Manufacturers' of Canada (FCPMC),"885 Don Mills Rd, Suite 301, Don Mills, Ont. M3C 1V9 - T: (416) 510-8024; Fax: (416) 510-8043; E-mail: info@fcpmc.com; Internet: http://www.fcpmc.com - Members: 180 - Pres: George Fleischmann",Food,image00067.jpg
03084,Canada,Food Beverage Canada (FBC),"17311 103 Av, Suite 201, Edmonton, Alta. T5S 1J4 - T: (780) 486-9679; Fax: (780) 484-0985; E-mail: whindle@foodbeveragecanada.com; Internet: http://www.foodbeveragecanada.com - Founded: 1994; Members: 4 - Gen Secr: W. Hindle",Food; Alco Bev; Non-Alco Bev,image00067.jpg
03085,Canada,Food Institute of Canada (FIC),"1600 Scott St, Suite 415, Ottawa, Ont. K1Y 4N7 - T: (613) 722-1000; Fax: (613) 722-1404; E-mail: fic@foodnet.ca; Internet: foodnet.fic - Founded: 1989; Members: 150 - Pres: W. P. L.",Food,image00067.jpg
03086,Canada,Footwear Council of Canada,"POB 644, Don Mills Postal Station, North York, Ont. M3C 2T6 - T: (416) 445-3055; Fax: (416) 598-3707 - Pres: Del Foxton",Shoes,image00067.jpg
03087,Canada,Fur Council of Canada,"1435 Rue Saint-Alexandre, Suite 1270, Montréal, P.Q. H3A 2G4 - T: (514) 844-1945; Fax: (514) 844-8593; E-mail: canfur@generation.net; Internet: http://www.furcouncil.com - Founded: 1964 - Gen Secr: Alan Herscovici",Furs,image00067.jpg
03088,Canada,Further Poultry Processors' Association of Canada (FPPAC),"2525 Saint Laurent Blvd, Suite 203, Ottawa, Ont. K1H 8P5 - T: (613) 738-1175; Fax: (613) 733-9501; E-mail: fppac@sympatico.ca; Internet: http://www.cfta.ca/fppacfppac.html - Founded: 1985; Members: 32 - Pres: Fred Williamson",Poultry & Game,image00067.jpg
03089,Canada,Geomatics Industry Association of Canada (GIAC),"170 Laurier Av West, Suite 1204, Ottawa, Ont. K1P 5V5 - T: (613) 232-8770; Fax: (613) 232-4908; E-mail: giac@giac.ca; Internet: http://www.giac.ca - Founded: 1961",Meas Instr,image00067.jpg
03090,Canada,"Heating, Refrigeration and Air Conditioning Institute of Canada (HRAI)","5045 Orbitor Dr, Bldg 11, Suite 300, Mississauga, Ont. L4W 4Y4 - T: (905) 602-4700; Fax: (905) 602-1197; E-mail: hraimail@hrai.ca; Internet: http://www.hrai.ca - Founded: 1968; Members: 1100 - Pres: Warren J. Heeley",Heating & Air Condit,image00067.jpg
03091,Canada,Hotel Association of Canada (HAC),"130 Albert St, Suite 1016, Ottawa, Ont. K1P 5G4 - T: (613) 237-7149; Fax: (613) 238-3878; E-mail: info@hotels.ca; Internet: http://www.hotels.ca - Founded: 1913; Members: 6658 - Pres: Julian Koziak",Restaur & Hotels,image00067.jpg
03092,Canada,Information Technology Association of Canada (ITAC),"2800 Skymark Av, Suite 402, Mississauga, Ont. L4W 5A6 - T: (905) 602-8345; Fax: (905) 602-8346; E-mail: info@itac.ca; Internet: http://www.itac.ca - Founded: 1953; Members: 1200 - Pres: G. Duncan",Comput,image00067.jpg
03093,Canada,Institute of Canadian Advertising (ICA),"2300 Yonge St, Suite 500, Toronto, Ont. M4P 1E4 - T: (416) 482-1396; Free T: (800) 567-7422; Fax: (416) 482-1856; E-mail: ica@ica-ad.com; Internet: http://www.ica-ad.com - Founded: 1905",Advert,image00067.jpg
03094,Canada,International Civil Aviation Organization (ICAO),"999 Rue de l'Université, Montréal, P.Q. H3C 5H7 - T: (514) 954-8219; Fax: (514) 954-6077; E-mail: icaohq@icao.int - Founded: 1947; Members: 174 - Pres: Dr. Assad Kotaite; Gen Secr: R.C. Costa Pereira",Air Traff,image00067.jpg
03095,Canada,International Dairy Federation Committee of Canada,"c/o Dairy Division, Agriculture Canada, 2200 Walkley Rd, Ottawa, Ont. K1A 0C5 - T: (613) 759-6264; Fax: (613) 759-6313; E-mail: doylep@em.agr.ca - Gen Secr: P. Doyle",Milk & Dairy Prod,image00067.jpg
03096,Canada,International Federation of Translators (IFT),"2021 Av Union, Bureau 1108, Montréal, P.Q. H3A 2S9 - T: (514) 845-0413; Fax: (514) 845-0903; E-mail: secretariat@fit-ift.org; Internet: http://www.fit-ift.org - Founded: 1953; Members: 101 - Gen Secr: Peter Urawutschke",Translat,image00067.jpg
03097,Canada,Machinery and Equipment Manufacturers' Association of Canada (MEMAC),"5995 Avebury Rd, Suite 900, Mississauga, Ont. L5R 3P9 - T: (905) 568-8300 ext 257; Fax: (905) 568-2876; Internet: http://www.memac.org","Mach, Locks, Fitt",image00067.jpg
03098,Canada,Machinery and Equipment Manufacturers' Association of Canada,"116 Albert St, Suite 701, Ottawa, Ont. K1P 5G3 - T: (613) 232-7213; Fax: (613) 232-7381; E-mail: memac@istar.ca; Internet: http://www.memac.org - Founded: 1955; Members: 100","Mach, Locks, Fitt",image00067.jpg
03099,Canada,Magazines Canada,"777 Bay St, Toronto, Ont. M5W 1A7 - T: (416) 596-5382; Fax: (416) 596-6043 - Founded: 1968; Members: 38 - Pres: Brian Segal",Magaz,image00068.jpg
03100,Canada,Mining Association of Canada (MAC),"350 Sparks St, Suite 1105, Ottawa, Ont. K1R 7S8 - T: (613) 233-9391; Fax: (613) 233-8897; Internet: http://www.mining.ca/ - Founded: 1935",Mining,image00068.jpg
03101,Canada,Music Industries' Association of Canada,"1210 Sheppard Av, Suite 109, North York, Ont. M2K 1E3 - T: (416) 490-1871; Fax: (416) 490-9739; E-mail: kowa!enko@miac.net; Internet: http://www.miac.net - Founded: 1971; Members: 100 - Gen Secr: Al Kowalenko",Music Instr,image00068.jpg
03102,Canada,National Association of Tobacco and Confectionary Distributors (NATCD),"3090 Blvd Le Carrefour, Suite 504, Laval, P.Q. - T: (450) 682-6556; Fax: (514) 682-6732 - Members: 400 - Pres: Mark Tobenstein; Gen Secr: Luc Dumulong",Choc & Candy,image00068.jpg
03103,Canada,National Dairy Council of Canada (NDCC),"221 Laurier Av East, Ottawa, Ont. K1N 6P1 - T: (613) 238-4116; Fax: (613) 238-6247; E-mail: info@ndcc.ca; Internet: http://www.ndcc.ca - Founded: 1918 - Pres: K.L. Matte",Milk & Dairy Prod,image00068.jpg
03104,Canada,Nonprescription Drug Manufacturers' Association of Canada (NDMAC),"1111 Prince of Wales Dr, Suite 406, Ottawa, Ont. K2C 3T2 - T: (613) 723-0777; Fax: (613) 723-0779; E-mail: ndmac@ndmac.ca; Internet: http://www.ndmac.ca - Founded: 1896; Members: 122 - Pres: David S. Skinner",Drugs,image00068.jpg
03105,Canada,Northwest Commercial Travellers' Association of Canada,"28 Main St South, Winnipeg, Man. R3L 2R1 - T: (204) 284-8900",Repr & Agents,image00068.jpg
03106,Canada,Packaging Association of Canada (PAC),"2255 Sheppard Av East, Suite E330, Toronto, Ont. M2J 4Y1 - T: (416) 490-7860; Fax: (416) 490-7844; E-mail: info@pac.ca; Internet: http://www.pac.ca - Founded: 1951; Members: 1800 - Pres: Alan Robinson",Pack,image00068.jpg
03107,Canada,Pet Food Association of Canada (PFAC),"345 Banbury Rd, Toronto, Ont. M2L 2V2 - T: (416) 447-9970; Fax: (416) 443-9137 - Founded: 1966; Members: 25 - Firms: 12 - Gen Secr: David Mitchell",Feed,image00068.jpg
03108,Canada,Prairie Implement Manufacturers' Association (PIMA),"POB 636, Main Station, Regina, Sask. S4P 3A3 - T: (306) 522-2710; Fax: (306) 781-7293; E-mail: pima@sk.sympatico.ca; Internet: http://www.pima.ca - Founded: 1969; Members: Firms: 400 - Pres: Larry Schneider",Agri Mach,image00068.jpg
03109,Canada,Radio Marketing Bureau,"146 Yorkville Av, Toronto, Ont. M5R 1C2 - T: (416) 922-5757; Fax: (416) 922-6542; Internet: http://www.rmb.ca - Founded: 1961; Members: 250 - Pres: John Harding",Radio Stat,image00068.jpg
03110,Canada,Railway Association of Canada (RAC),"800 Blvd René Lévesque Ouest, Suite 1105, Montréal, P.Q. H3B 1X9 - T: (514) 879-8555; Fax: (514) 879-1522; E-mail: rac@railcan.ca; Internet: http://www.railcan.ca - Founded: 1917; Members: 30 - Pres: R.H. Ballantyne",Railw & Equip,image00068.jpg
03111,Canada,Retail Council of Canada,"121 Bloor St East, Suite 1210, Toronto, Ont. M4W 3M5 - T: (416) 922-6678; Fax: (416) 922-8011; E-mail: jchurch@sympatico.ca; Internet: http://www.retailcouncil.org - Founded: 1963; Members: 7200 - Pres: Diane Brisebois",Commerce,image00068.jpg
03112,Canada,Rubber Association of Canada (RAC),"89 Queensway West, Suite 308, Mississauga, Ont. L5B 2V2 - T: (905) 270-8322; Fax: (905) 270-2640; E-mail: rac@informap.net - Founded: 1920 - Gen Secr: Glenn Maident",Rubber,image00068.jpg
03113,Canada,Shoe Manufacturers' Association of Canada (SMAC),"90 Morgan Rd, Suite 203, Baie d'Urfe, P.Q. H9X 3A8 - T: (514) 457-3436; Fax: (514) 457-8004; E-mail: hanna@shoecanada.com - Founded: 1919; Members: 127 - Pres: George Hanna",Shoes,image00068.jpg
03114,Canada,Structural Board Association (SBA),"45 Sheppard Av East, Suite 412, Toronto, Ont. M2N 5W9 - T: (416) 730-9090; Fax: (888) 262-0094; Fax: (416) 730-9013; Internet: http://www.osbguide.com - Founded: 1976",Wood,image00068.jpg
03115,Canada,Tea Council of Canada (TCC),"855 Don Mills Rd, Suite 301, Don Mills, Ont. M3C 1V9 - T: (416) 510-8647; Fax: (416) 510-8044; Internet: http://www.tea.ca",Tea,image00068.jpg
03116,Canada,Tourism Industry Association of Canada (TIAC),"130 Albert St, Suite 1016, Ottawa, Ont. K1P 5GA - T: (613) 238-3883; Fax: (613) 238-3878; E-mail: tiac@magi.com - Founded: 1931; Members: 200 - Pres: Debra Ward",Tourism,image00068.jpg
03117,Canada,Ukraine-Québec Business Council,"3242 Beaubien Est, Montréal, P.Q. H1Y 1H7 - T: (514) 374-3763",Gen Bus,image00068.jpg
03118,Canada,Young Entrepreneurs' Association,"3260 10 AV W, Vancouver, B.C. V6K 2L2 - T: (604) 730-7847",Gen Bus,image00068.jpg
03119,Cape Verde,Associação Comercial Barlavento,"CP 62, Mindelo, São Vicente - T: 313281",Commerce,image00068.jpg
03120,Cape Verde,Associação Comercial de Sotavento,"CP 78, Praia, São Tiago - T: 612991; Fax: 612964; E-mail: acs@milton.cvtelecom.cv - Founded: 1918; Members: 100 - Member of O.I.E. - Pres: Alfredo Eugenio Barbosa Fernandes; Gen Secr: Salvador Hopffer",Commerce,image00068.jpg
03121,Cape Verde,"Sindicato dos Transportes, Comunicações e Turismo (SCAPA)","Praia, São Tiago",Labour Unions,image00068.jpg
03122,Cape Verde,União Nacional dos Trabalhadores de Cabo Verde - Central Sindical (UNTC-CS),"CP 123, Praia, São Tiago - T: 614155; Fax: 613629; E-mail: untc@mail.cvtelecom.cv; Internet: http://www.untc-cs.org - Founded: 1978; Members: 20000 - Gen Secr: Júlio Ascenção Silva",Labour Unions,image00068.jpg
03123,Central African Republic,"Chambre d'Agriculture, d'Elevage, des Eaux, Forêts, Chasses, Pêches et Tourisme","BP 850, Bangui",Meat & Meal Prod; Forestry; Agri; Water,image00068.jpg
03124,Central African Republic,Union Africaine et Mauricienne de Banques pour le Développement,"BP 965, Bangui",Banks,image00068.jpg
03125,Central African Republic,Union Syndicale des Travailleurs de la Centrafrique (U.S.T.C.),"BP 877, Bangui - Founded: 1964",Labour Unions,image00068.jpg
03126,Chad,Chambre Consulaire,"BP 458, N'Djamena - T: 515264 - Founded: 1938",Commerce,image00068.jpg
03127,Chad,Coopérative des Transporteurs Tchadiens (COPORTCHAD),"BP 336, N'Djamena",Freight Transp; Co-op,image00068.jpg
03128,Chad,Société Hôtelière du Tchad (SHT),"c/o BDT - BP 19, N'Djamena",Restaur & Hotels,image00068.jpg
03129,Chad,Société Nationale de Commercialisation du Tchad (SONACOT),"BP 630, N'Djamena - Founded: 1965",Commerce,image00068.jpg
03130,Chad,Union Syndicale du Tchad,"BP 1143, N'Djamena - T: 514275 - Founded:",Labour Unions,image00068.jpg
03131,Chile,Asociación Chilena de Codificación Comercial / Chilean Article Numbering Association,"Merced 230, Santiago - T: (02) 3654230; Fax: 3654222; E-mail: eanchile@cnc.cl; Internet: http://www.eanchile.cl",Commerce,image00068.jpg
03132,Chile,Asociación Chilena de Empresas de Tecnología de Información (ACTI) / Chilean Society of Information Technology Companies,"Av Santa María 0508, Santiago - T: (02) 4210117; Fax: 4210041; E-mail: acti@acti.cl; Internet: http://www.acti-org.cl - Pres: Fernando Prieto",Comput,image00068.jpg
03133,Chile,Asociación Chilena de Empresas de Turismo (ACHET) / Association of Chilean Tourism Agencies,"Moneda 973, Oficina 647, Santiago - T: (02) 6992140; Fax: 6994245; E-mail: achetic@ctcreuna.cl; Internet: http://www.achet.cl - Founded: 1946; Members: Firms: 260 - Gen Secr: Enrique Sacchetti",Tourism,image00068.jpg
03134,Chile,Asociación Chilena de Empresas Mayoristas y Representantes de Turismo (ACHMART) / Chilean Association of Tourism Wholesalers and Representatives,"Antonio Bellet 77, Santiago - T: (02) 2361549; Fax: 2443325; E-mail: achmart@achmart.cl; Internet: http://www.achmart.cl - Pres: José Luis Hoyl",Tourism,image00068.jpg
03135,Chile,Asociación de Aseguradores de Chile (AG) / Chilean Insurers' Association,"Casilla 2630, Santiago - T: (02) 2362596; Fax: 2362502; E-mail: seguros@aach.cl; Internet: http://www.aach.cl - Founded: 1899 - Gen Secr: Joaquín Echenique",Insur,image00068.jpg
03136,Chile,Asociación de Bancos e Instituciones Financieras de Chile / Chilean Banks and Financial Institutions' Association,"Ahumada 179, Santiago - T: (02) 6717149; Fax: 6988945; E-mail: asobanci@entelchile.net - Founded: 1945; Members: 58 - Pres: Hernan Somerville",Banks; Credit Serv,image00068.jpg
03137,Chile,Asociación de Corresponsales de la Prensa Extranjera en Chile,"Casilla 2653, Santiago - T: (02) 391330",Journalists,image00068.jpg
03138,Chile,Asociación de Distribuidores de Combustibles de Chile / Chilean Fuel Distributors' Association,"Oficina 101, Miguel Claro 1431, Santiago - T: (02) 2054556; Fax: 2041495 - Fax: 2041495",Fuels,image00068.jpg
03139,Chile,Asociación de Distribuidores de Software / Software Distributors' Association,"Oficina 605, San Sebastian 2839, Las Condes, Santiago - T: (02) 2463630; Fax: 2463867; E-mail: ads@ads.cl; Internet: http://www.ads.cl - Founded: 1991; Members: Firms: 5",Data Proc,image00068.jpg
03140,Chile,Asociación de Empresas de Servicio Público / Public Utility Companies' Association,"Oficina 2001, Andres Bello 1051, Santiago - T: (02) 2357374, 2361204; Fax: 2357374; E-mail: asep@entelchile.net - Pres: Guillermo Matta",Gen Bus,image00068.jpg
03141,Chile,Asociación de Exportadores de Chile / Chilean Exporters' Association,"Cruz del Sur 133, Santiago - T: (02) 2066604; Fax: 2064163 - Pres: Ronald Brown",Commerce,image00068.jpg
03142,Chile,Asociación de Exportadores de Fruta de Chile (ASOEXPOR) / Chilean Fruit Exporters' Association,"Cruz del Sur 133, Las Condes, Santiago - T: (02) 2066604; Fax: 2064163 - Members: Firms: 40 - Pres: Ronald Brown Fernández",Fruit & Veget,image00068.jpg
03143,Chile,Asociación de Exportadores de Manufacturas (ASEXMA) / Association of Manufactured Goods Exporters,"Torre Sur, Nueva Tajamar 481, Las Condes, Santiago - T: (02) 2036699; Fax: 2036730; E-mail: asexma@asexmachile.cl; Internet: http://www.asexma.cl - Founded: 1985 - Pres: Andrés Vicens; Haroldo Venegas; Gen Secr: Gonzalo Hevia",Commerce,image00068.jpg
03144,Chile,Asociación de Exportadores y Embotelladores de Vinos / Association of Wine Exporters and Bottlers,"Torre Sur, Oficina 804, Tajamar 481, Las Condes, Santiago - T: (02) 2036353; Fax: 2036356; E-mail: provino@entelchile.net - Gen Secr: Matías Elton",Wine,image00068.jpg
03145,Chile,Asociación de Fabricantes de Conservas de Chile (ASFACO) / Chilean Canned Products Manufacturers' Association,"Ahumada 254, Oficina 254, Santiago - T: (02) 6980682; E-mail: clepach@entelchile.net - Founded: 1964 - Pres: Cristóbal Valdés",Food,image00068.jpg
03146,Chile,Asociación de Franchising de Chile / Chilean Franchising Association,"Merced 230, Santiago - T: (02) 2649128; Fax: 2649134; E-mail: entrepre@chilesat.net; Internet: http://www.emprendedores.cl/afch.htm - Founded: 1993 - Gen Secr: Fernando Vigorena Pérez",Franchising News,image00068.jpg
03147,Chile,Asociación de Industrias Metalurgicas y Metalecanicas (ASIMET) / Metallurgic and Metal Mechanical Industries' Association,"Edificio de la Industria, Andres Bello 2777, Santiago - T: (02) 3742626; Fax: 2033025; E-mail: asimet@asimet.cl; Internet: http://www.asimet.cl - Pres: Herman Van Muhlenbrock",Metallurgy; Metalware,image00068.jpg
03148,Chile,Asociación de la Industria Electrónica de Chile / Association of the Electronics Industry of Chile,"Oficina 605, Av Providencia 2315, Santiago - T: (02) 3351886; Fax: 2325647; E-mail: aie@aie.cl; Internet: http://www.aie.cl",Electronics,image00068.jpg
03149,Chile,Asociación de Productores de Ciruelas Secas (ASPROCIA) / Association of Dried Prune Producers,"Casilla 9442, Santiago - T: (02) 8503122; Fax: 8505134; E-mail: sales@prunesco.com - Founded: 1941; Members: Firms: 70",Fruit & Veget,image00068.jpg
03150,Chile,Asociación de Productores de Salmón y Trucha de Chile / Chilean Salmon and Trout Farmers' Association,"Casilla 453, Santiago - T: (02) 6992825, 6986899, 6973326; Fax: 6713765; E-mail: chilesal@netline.cl - Founded: 1986; Members: Firms: 46 - Pres: Amoldo Macaya Moreno; Gen Secr: Rodrigo Infante",Fisheries & Fish Prod,image00068.jpg
03151,Chile,Asociación de Productores de Vinos Finos de Exportación (Chilevid) / Association of Producers and Exporters of Fine Wines,"Oficina 63, Av Providencia 2330, Santiago - T: (02) 2329849, 3354623; E-mail: chilevid@chilevinos.cl; Internet: http://www.chilevinos.cl - Members: 16 - Gen Secr: Rodrigo Alvarado Moreno",Wine,image00068.jpg
03152,Chile,Asociación de Productores y Representantes de Productos Lubricantes (ASOLUB) / Lubricant Producers' and Representatives' Association,"Oficina 11, Providencia 2601, Santiago - T: (02) 2317406; Fax: 2317406 - Pres: Roberto Hetz",Fat & Oil,image00068.jpg
03153,Chile,Asociación Gremial de Corredores de Propiedades y Promotores de la Construcción (ACOP) / Association of Real Estate and Construction Promoters,"Providencia 2008A, Santiago - T: (02) 3660414; Fax: 2335110; E-mail: acop@acop21.com; Internet: http://www.acop21.com - Pres: Leonardo Carvallo",Real Est,image00068.jpg
03154,Chile,Asociación Gremial de Empresarios Hoteleros de Chile / Chilean Hotels' Association,"Oficina 102, V. Subercaseaux 41, Santiago - T: (02) 6397600; Fax: 6387651 - Pres: Pedro Meiss",Restaur & Hotels,image00068.jpg
03155,Chile,Asociación Gremial de Industriales de la Goma (ASIGOM) / Rubber Industries' Association,"Casilla 10286, Santiago - T: (02) 6889686; Fax: 6715175; E-mail: asigom@cmet.net; Internet: http://www.altavoz.cl/asigom/ - Founded: 1956; Members: Firms: 72 - Gen Secr: José Campos",Rubber Prod,image00068.jpg
03156,Chile,Asociación Gremial de Industrias Químicas (ASIQUIM) / Chemical Industry Association,"Oficina 501, Andres Bello 2777, Santiago - T: (02) 2033350; Fax: 2033351; E-mail: asiquim@asiquim.cl; Internet: http://www.asiquim.cl - Founded: 1956 - Gen Secr: Fernando García; Vicente Navarrete; Tomás Brenner",Chem Prod,image00068.jpg
03157,Chile,Asociación Gremial de la Mediana y Pequeña Industria de Chile (AMPICH) / Chilean Small and Mid-Size Industry Association,"República 371F, Santiago - T: (02) 6896363; Fax: 6894260",Gen Ind,image00068.jpg
03158,Chile,Asociación Gremial de Laboratorios Farmaceuticos (AGRELAF) / Pharmaceutical Laboratories' Association,"Carmencita 25, Santiago - T: (02) 2312000, 6558800; Fax: 2343400 - Pres: Roberto Cid",Drugs,image00069.jpg
03159,Chile,Asociación Gremial de Licoristas de Chile / Chilean Spirits Manufacturers' Association,"Av República 371, Santiago - T: (02) 2266603; Fax: 6343662 - Founded: 1951 - Pres: Alco Bev",Alco Bev,image00069.jpg
